StateName,StateAbbrev,DataLevel,Charter,SchoolName,SchoolType,NCESSchoolID,DistrictName,DistrictType,NCESDistrictID,County,TimePeriodInterval,TimePeriodStart,TimePeriodEnd,NewCasesCombined,NewCasesStudents,NewCasesStaff,NewCasesUnknown,TwoWeekPeriodStaffStudentCasesCombined,TwoWeekPeriodCasesStudents,TwoWeekPeriodCasesStaff,CumulativeCasesCombined,CumulativeCasesStudents,CumulativeCasesStaff,CumulativeCasesUnknown,ActiveCasesStaff,ActiveCasesStudents,ActiveCasesUnknown,ActiveCasesCombined
Colorado,CO,School,No,Jewell Elementary School,Regular school,80234000066,,Regular local school district,802340,,,05/18/21,06/07/2021,3,2,1,,,,,,,,,,,,
Colorado,CO,School,No,Joe Shoemaker School,Regular school,80336006662,,Regular local school district,803360,,,03/15/21,05/09/2021,6,6,,,,,,,,,,,,,
Colorado,CO,School,No,John F Kennedy High School,Regular school,80336000367,,Regular local school district,803360,,,04/06/2021,04/24/21,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,John H. Amesse Elementary School,Regular school,80336000306,,Regular local school district,803360,,,05/17/21,06/01/2021,3,2,1,,,,,,,,,,,,
Colorado,CO,School,No,John Mall High School,Regular school,80708001212,,Regular local school district,807080,,,04/14/21,05/11/2021,5,4,1,,,,,,,,,,,,
Colorado,CO,School,No,John Wesley Powell Middle School,Regular school,80531001351,,Regular local school district,805310,,,04/27/21,05/11/2021,4,4,,,,,,,,,,,,,
Colorado,CO,School,No,Johnson Elementary School- Denver,Regular school,80336000368,,Regular local school district,803360,,,11/18/20,12/16/20,2,1,1,,,,,,,,,,,,
Colorado,CO,School,No,Johnson Elementary School- Fort Collins,Regular school,80399001480,,Regular local school district,803990,,,03/04/2021,03/28/21,3,3,,,,,,,,,,,,,
Colorado,CO,School,No,Jordahl Elementary School,Regular school,80408001481,,Regular local school district,804080,,,02/16/21,03/13/21,3,2,1,,,,,,,,,,,,
Colorado,CO,School,No,Jordahl Elementary School: Sep 2020,Regular school,80408001481,,Regular local school district,804080,,,09/09/2020,11/24/20,6,4,2,,,,,,,,,,,,
Colorado,CO,School,No,Josephine Hodgkins Leadership Academy,Regular school,80723006373,,Regular local school district,807230,,,12/08/2020,12/15/20,2,,2,,,,,,,,,,,,
Colorado,CO,School,Yes,Juniper Ridge Community School,Regular school,80435006581,,Regular local school district,804350,,,05/14/21,06/09/2021,6,6,,,,,,,,,,,,,
Colorado,CO,School,No,Ken Caryl Middle School,Regular school,80480000742,,Regular local school district,804800,,,03/19/21,04/05/2021,4,4,,,,,,,,,,,,,
Colorado,CO,School,No,Kilmer Elementary School,Regular school,80582001489,,Regular local school district,805820,,,12/03/2020,01/07/2021,3,,3,,,,,,,,,,,,
Colorado,CO,School,No,Kinard Core Knowledge Middle School,Regular school,80399001849,,Regular local school district,803990,,,02/01/2021,05/31/21,18,17,1,,,,,,,,,,,,
Colorado,CO,School,Yes,KIPP Northeast Elementary & Middle School,Regular school,80336006652,,Regular local school district,803360,,,11/06/2020,12/18/20,3,2,1,,,,,,,,,,,,
Colorado,CO,School,No,Knapp Elementary School,Regular school,80336000371,,Regular local school district,803360,,,11/03/2020,12/08/2020,3,3,,,,,,,,,,,,,
Colorado,CO,School,No,Kruse Elementary School,Regular school,80399000147,,Regular local school district,803990,,,04/16/21,06/06/2021,8,5,3,,,,,,,,,,,,
Colorado,CO,School,No,Kunsmiller Creative Arts Academy,Regular school,80336006442,,Regular local school district,803360,,,11/03/2020,11/30/20,2,1,1,,,,,,,,,,,,
Colorado,CO,School,No,Kyffin Elementary,Regular school,80480000745,,Regular local school district,804800,,,10/12/2020,11/03/2020,2,1,1,,,,,,,,,,,,
Colorado,CO,School,No,Kyffin Elementary,Regular school,80480000745,,Regular local school district,804800,,,01/11/2021,02/02/2021,2,1,1,,,,,,,,,,,,
Colorado,CO,School,No,Kyffin Elementary,Regular school,80480000745,,Regular local school district,804800,,,05/05/2021,05/26/21,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,La Veta School,Regular school,80516000853,,Regular local school district,805160,,,12/10/2020,02/01/2021,10,4,6,,,,,,,,,,,,
Colorado,CO,School,No,La Veta School,Regular school,80516000853,,Regular local school district,805160,,,03/02/2021,06/07/2021,20,18,2,,,,,,,,,,,,
Colorado,CO,School,No,Lake County Intermediate School,Regular school,80519000855,,Regular local school district,805190,,,03/01/2021,03/28/21,5,5,,,,,,,,,,,,,
Colorado,CO,School,No,Lakewood High School,Regular school,80480000747,,Regular local school district,804800,,,11/20/20,12/15/20,8,8,,,,,,,,,,,,,
Colorado,CO,School,No,Lakewood High School,Regular school,80480000747,,Regular local school district,804800,,,04/06/2021,06/18/21,14,14,,,,,,,,,,,,,
Colorado,CO,School,Yes,Landmark Academy at Reunion,Regular school,80258006325,,Regular local school district,802580,,,04/27/21,05/18/21,8,7,1,,,,,,,,,,,,
Colorado,CO,School,No,Las Animas High School,Regular school,80525000868,,Regular local school district,805250,,,05/04/2021,05/31/21,26,23,3,,,,,,,,,,,,
Colorado,CO,School,No,Lasley Elementary School,Regular school,80480000748,,Regular local school district,804800,,,11/03/2020,12/08/2020,4,3,1,,,,,,,,,,,,
Colorado,CO,School,No,Laurel Elementary School,Regular school,80399000583,,Regular local school district,803990,,,04/19/21,06/07/2021,8,7,1,,,,,,,,,,,,
Colorado,CO,School,No,Leawood Elementary School,Regular school,80480000750,,Regular local school district,804800,,,04/27/21,05/23/21,7,6,1,,,,,,,,,,,,
Colorado,CO,School,No,Legacy High School,Regular school,80690001784,,Regular local school district,806900,,,03/02/2021,03/25/21,4,4,,,,,,,,,,,,,
Colorado,CO,School,No,Legacy Peak Elementary School,Regular school,80192006758,,Regular local school district,801920,,,10/09/2020,11/24/20,2,1,1,,,,,,,,,,,,
Colorado,CO,School,No,Legacy Peak Elementary School,Regular school,80192006758,,Regular local school district,801920,,,11/17/20,12/15/20,5,,5,,,,,,,,,,,,
Colorado,CO,School,No,Legend High School,Regular school,80345006400,,Regular local school district,803450,,,10/29/20,12/08/2020,6,5,1,,,,,,,,,,,,
Colorado,CO,School,No,Legend High School,Regular school,80345006400,,Regular local school district,803450,,,02/02/2021,02/24/21,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,Legend High School,Regular school,80345006400,,Regular local school district,803450,,,04/22/21,05/12/2021,8,8,,,,,,,,,,,,,
Colorado,CO,School,No,Lesher Middle School,Regular school,80399001408,,Regular local school district,803990,,,12/15/20,12/31/20,9,8,1,,,,,,,,,,,,
Colorado,CO,School,No,Lesher Middle School,Regular school,80399001408,,Regular local school district,803990,,,04/19/21,06/22/21,15,15,,,,,,,,,,,,,
Colorado,CO,School,No,Lewis Palmer Middle School,Regular school,80582001002,,Regular local school district,805820,,,04/16/21,06/12/2021,12,9,3,,,,,,,,,,,,
Colorado,CO,School,No,Lewis-Palmer Elementary School,Regular school,80582001004,,Regular local school district,805820,,,03/02/2021,03/17/21,4,3,1,,,,,,,,,,,,
Colorado,CO,School,No,Lewis-Palmer High School,Regular school,80582001003,,Regular local school district,805820,,,11/10/2020,12/01/2020,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,Lewis-Palmer High School,Regular school,80582001003,,Regular local school district,805820,,,02/19/21,06/12/2021,29,26,3,,,,,,,,,,,,
Colorado,CO,School,Yes,Liberty Common Charter School,Regular school,80399001608,,Regular local school district,803990,,,10/20/20,03/23/21,73,61,12,,,,,,,,,,,,
Colorado,CO,School,Yes,Liberty Common Charter School,Regular school,80399001608,,Regular local school district,803990,,,02/12/2021,03/15/21,13,12,1,,,,,,,,,,,,
Colorado,CO,School,No,Liberty High School,Regular school,80192001429,,Regular local school district,801920,,,11/17/20,12/14/20,4,2,2,,,,,,,,,,,,
Colorado,CO,School,No,Liberty High School,Regular school,80192001429,,Regular local school district,801920,,,05/04/2021,06/08/2021,14,14,,,,,,,,,,,,,
Colorado,CO,School,Yes,Liberty Tree Academy,Regular school,80387006744,,Regular local school district,803870,,,04/20/21,05/22/21,12,9,3,,,,,,,,,,,,
Colorado,CO,School,No,Limon School,Regular school,80528000870,,Regular local school district,805280,,,11/24/20,12/07/2020,19,7,12,,,,,,,,,,,,
Colorado,CO,School,Yes,Lincoln Charter Academy,Regular school,80480001605,,Regular local school district,804800,,,11/12/2020,12/08/2020,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,Lincoln Elementary School,Regular school,80336000375,,Regular local school district,803360,,,12/08/2020,04/14/21,16,10,6,,,,,,,,,,,,
Colorado,CO,School,No,Lincoln Elementary School,Regular school,80336000375,,Regular local school district,803360,,,04/23/21,05/22/21,4,4,,,,,,,,,,,,,
Colorado,CO,School,No,Lincoln Middle School,Regular school,80399000536,,Regular local school district,803990,,,05/11/2021,06/21/21,13,12,1,,,,,,,,,,,,
Colorado,CO,School,No,Little Elementary School,Regular school,80480000751,,Regular local school district,804800,,,02/23/21,04/01/2021,6,2,4,,,,,,,,,,,,
Colorado,CO,School,Yes,Littleton Academy Charter School,Regular school,80531001515,,Regular local school district,805310,,,04/22/21,05/10/2021,4,2,2,,,,,,,,,,,,
Colorado,CO,School,No,Littleton High School,Regular school,80531000884,,Regular local school district,805310,,,12/11/2020,12/11/2020,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,Littleton High School,Regular school,80531000884,,Regular local school district,805310,,,03/02/2021,03/10/2021,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,Lois Lenski Elementary School,Regular school,80531001300,,Regular local school district,805310,,,03/04/2021,04/06/2021,3,3,,,,,,,,,,,,,
Colorado,CO,School,No,Lone Tree Elementary School,Regular school,80345006341,,Regular local school district,803450,,,04/30/21,06/06/2021,6,6,,,,,,,,,,,,,
Colorado,CO,School,No,Longmont High School,Regular school,80537000909,,Regular local school district,805370,,,11/18/20,01/10/2021,15,8,7,,,,,,,,,,,,
Colorado,CO,School,No,Longmont High School,Regular school,80537000909,,Regular local school district,805370,,,04/21/21,06/03/2021,17,16,1,,,,,,,,,,,,
Colorado,CO,School,No,Louisville Middle School,Regular school,80249000125,,Regular local school district,802490,,,05/18/21,06/03/2021,3,3,,,,,,,,,,,,,
Colorado,CO,School,Yes,Loveland Classical School - Academy Campus,Regular school,80540006534,,Regular local school district,805400,,,05/03/2021,06/27/21,7,7,,,,,,,,,,,,,
Colorado,CO,School,Yes,Loveland Classical School - Lyceum Campus,Regular school,80540006534,,Regular local school district,805400,,,12/20/20,01/19/21,8,5,3,,,,,,,,,,,,
Colorado,CO,School,Yes,Loveland Classical School - Lyceum Campus,Regular school,80540006534,,Regular local school district,805400,,,03/04/2021,03/30/21,3,2,1,,,,,,,,,,,,
Colorado,CO,School,No,Loveland High School,Regular school,80540000935,,Regular local school district,805400,,,11/16/20,12/25/20,16,13,3,,,,,,,,,,,,
Colorado,CO,School,No,Loveland High School,Regular school,80540000935,,Regular local school district,805400,,,03/30/21,06/05/2021,30,29,1,,,,,,,,,,,,
Colorado,CO,School,No,Lucile Erwin Middle School,Regular school,80540001655,,Regular local school district,805400,,,11/05/2020,12/10/2020,15,12,3,,,,,,,,,,,,
Colorado,CO,School,No,Lucile Erwin Middle School,Regular school,80540001655,,Regular local school district,805400,,,04/28/21,06/23/21,9,8,1,,,,,,,,,,,,
Colorado,CO,School,No,Lyons Middle/Senior High School,Regular school,80537000912,,Regular local school district,805370,,,05/04/2021,05/26/21,9,9,,,,,,,,,,,,,
Colorado,CO,School,No,Mandalay Middle School,Regular school,80480001384,,Regular local school district,804800,,,04/06/2021,04/26/21,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,Mandalay Middle School,Regular school,80480001384,,Regular local school district,804800,,,05/05/2021,05/27/21,3,3,,,,,,,,,,,,,
Colorado,CO,School,No,Manhattan Middle School,Regular school,80249000104,,Regular local school district,802490,,,04/21/21,04/30/21,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,Manitou Springs Elementary School,Regular school,80549000947,,Regular local school district,805490,,,11/09/2020,12/20/20,4,,4,,,,,,,,,,,,
Colorado,CO,School,No,Manitou Springs Elementary School,Regular school,80549000947,,Regular local school district,805490,,,03/01/2021,03/22/21,3,,3,,,,,,,,,,,,
Colorado,CO,School,No,Manitou Springs High School,Regular school,80549000946,,Regular local school district,805490,,,10/07/2020,11/24/20,14,12,2,,,,,,,,,,,,
Colorado,CO,School,No,Manitou Springs High School,Regular school,80549000946,,Regular local school district,805490,,,04/30/21,06/02/2021,7,7,,,,,,,,,,,,,
Colorado,CO,School,No,Manitou Springs Middle School,Regular school,80549000945,,Regular local school district,805490,,,11/11/2020,12/06/2020,4,4,,,,,,,,,,,,,
Colorado,CO,School,No,Manzanola High School,Regular school,80552001375,,Regular local school district,805520,,,04/12/2021,05/06/2021,3,3,,,,,,,,,,,,,
Colorado,CO,School,No,Maple Grove Elementary School,Regular school,80480000754,,Regular local school district,804800,,,03/10/2021,04/07/2021,3,2,1,,,,,,,,,,,,
Colorado,CO,School,No,Mapleton Expeditionary School of the Arts (MESA),Regular school,80555001857,,Regular local school district,805550,,,10/02/2020,12/28/20,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,Mapleton Expeditionary School of the Arts (MESA),Regular school,80555001857,,Regular local school district,805550,,,05/05/2021,05/14/21,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,Marie L. Greenwood Academy,Regular school,80336001739,,Regular local school district,803360,,,11/18/20,12/16/20,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,Martin Luther King Jr Elementary School,Regular school,80648001121,,Regular local school district,806480,,,04/16/21,05/09/2021,2,1,1,,,,,,,,,,,,
Colorado,CO,School,No,Martinez Elementary School,Regular school,80306001470,,Regular local school district,803060,,,04/13/21,05/10/2021,16,13,3,,,,,,,,,,,,
Colorado,CO,School,No,Mathematics and Science Leadership Academy,Regular school,80336006445,,Regular local school district,803360,,,05/07/2021,06/01/2021,4,4,,,,,,,,,,,,,
Colorado,CO,School,No,Maxwell Elementary School,Regular school,80336001635,,Regular local school district,803360,,,10/27/20,11/23/20,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,McAuliffe International School,Regular school,80336006562,,Regular local school district,803360,,,11/18/20,12/10/2020,6,,6,,,,,,,,,,,,
Colorado,CO,School,No,McAuliffe International School,Regular school,80336006562,,Regular local school district,803360,,,05/20/21,06/15/21,3,3,,,,,,,,,,,,,
Colorado,CO,School,No,McGlone Academy,Regular school,80336001276,,Regular local school district,803360,,,11/18/20,12/15/20,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,McGlone Academy,Regular school,80336001276,,Regular local school district,803360,,,05/11/2021,06/24/21,7,5,2,,,,,,,,,,,,
Colorado,CO,School,No,Mead High School,Regular school,80537006423,,Regular local school district,805370,,,10/30/20,01/10/2021,19,13,6,,,,,,,,,,,,
Colorado,CO,School,No,Meadow View Elementary School,Regular school,80345001785,,Regular local school district,803450,,,04/28/21,05/25/21,32,31,1,,,,,,,,,,,,
Colorado,CO,School,No,Meeker Elementary School,Regular school,80561000965,,Regular local school district,805610,,,12/21/20,12/29/20,8,3,5,,,,,,,,,,,,
Colorado,CO,School,No,Meeker Elementary School,Regular school,80561000965,,Regular local school district,805610,,,01/21/21,03/31/21,5,4,1,,,,,,,,,,,,
Colorado,CO,School,No,Meeker High School,Regular school,80561000967,,Regular local school district,805610,,,12/17/20,12/26/20,9,7,2,,,,,,,,,,,,
Colorado,CO,School,No,Meeker High School,Regular school,80561000967,,Regular local school district,805610,,,01/22/21,04/29/21,42,38,4,,,,,,,,,,,,
Colorado,CO,School,No,Meiklejohn Elementary,Regular school,80480001923,,Regular local school district,804800,,,01/11/2021,01/19/21,3,,3,,,,,,,,,,,,
Colorado,CO,School,No,Meridian Elementary School,Regular school,80690001733,,Regular local school district,806900,,,02/09/2021,03/05/2021,14,13,1,,,,,,,,,,,,
Colorado,CO,School,No,Mesa Elementary School,Regular school,80723001242,,Regular local school district,807230,,,02/02/2021,02/17/21,6,6,,,,,,,,,,,,,
Colorado,CO,School,No,Mesa Middle School,Regular school,80345006371,,Regular local school district,803450,,,04/12/2021,06/02/2021,49,47,2,,,,,,,,,,,,
Colorado,CO,School,No,Mesa Ridge High School,Regular school,80648001588,,Regular local school district,806480,,,02/17/21,03/12/2021,8,7,1,,,,,,,,,,,,
Colorado,CO,School,No,Miller Middle School,Regular school,80348000452,,Regular local school district,803480,,,03/09/2021,03/26/21,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,Miller Middle School,Regular school,80348000452,,Regular local school district,803480,,,05/11/2021,06/24/21,6,6,,,,,,,,,,,,,
Colorado,CO,School,No,Miller Shared School,Regular school,80348000452,,Regular local school district,803480,,,03/03/2021,04/02/2021,5,3,2,,,,,,,,,,,,
Colorado,CO,School,No,Mitchell Elementary School,Regular school,80480000757,,Regular local school district,804800,,,03/02/2021,05/05/2021,7,6,1,,,,,,,,,,,,
Colorado,CO,School,No,Mitchell High School,Regular school,80306000254,,Regular local school district,803060,,,02/26/21,03/24/21,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,Mitchell High School,Regular school,80306000254,,Regular local school district,803060,,,04/13/21,05/04/2021,3,3,,,,,,,,,,,,,
Colorado,CO,School,No,Moffat PreK-12 School,Regular school,80570000974,,Regular local school district,805700,,,12/23/20,01/13/21,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,Molhom Elementary,Regular school,80480000758,,Regular local school district,804800,,,11/16/20,12/08/2020,4,1,3,,,,,,,,,,,,
Colorado,CO,School,No,Monarch High School,Regular school,80249001632,,Regular local school district,802490,,,12/01/2020,01/05/2021,6,3,3,,,,,,,,,,,,
Colorado,CO,School,No,Monroe Elementary School,Regular school,80306000255,,Regular local school district,803060,,,11/13/20,12/15/20,2,1,1,,,,,,,,,,,,
Colorado,CO,School,Yes,Montessori Peaks Charter Academy,Regular school,80480001607,,Regular local school district,804800,,,04/28/21,06/23/21,10,8,2,,,,,,,,,,,,
Colorado,CO,School,No,Montezuma Cortez High School,Regular school,80309000840,,Regular local school district,803090,,,02/02/2021,12/11/2020,8,8,,,,,,,,,,,,,
Colorado,CO,School,No,Montrose High School,Regular school,80579000992,,Regular local school district,805790,,,09/28/20,10/29/20,4,4,,,,,,,,,,,,,
Colorado,CO,School,No,Montrose Northside Elementary School,Regular school,80579000994,,Regular local school district,805790,,,02/01/2021,03/09/2021,14,13,1,,,,,,,,,,,,
Colorado,CO,School,No,Mount Carbon Elementary School,Regular school,80480001546,,Regular local school district,804800,,,04/20/21,05/07/2021,2,2,,,,,,,,,,,,,
Colorado,CO,School,Yes,Mountain Phoenix Community School,Regular school,80480006311,,Regular local school district,804800,,,04/30/21,06/23/21,16,15,1,,,,,,,,,,,,
Colorado,CO,School,No,Mountain Range High School,Regular school,80690001996,,Regular local school district,806900,,,12/29/20,01/27/21,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,Mountain Ridge Middle School,Regular school,80192001593,,Regular local school district,801920,,,10/29/20,12/08/2020,14,13,1,,,,,,,,,,,,
Colorado,CO,School,No,Mountain Ridge Middle School,Regular school,80192001593,,Regular local school district,801920,,,04/13/21,05/29/21,29,28,1,,,,,,,,,,,,
Colorado,CO,School,No,Mountain View Elementary School,Regular school,80192000005,,Regular local school district,801920,,,05/20/21,05/27/21,5,3,2,,,,,,,,,,,,
Colorado,CO,School,No,Mountain View High School,Regular school,80540001786,,Regular local school district,805400,,,12/01/2020,01/26/21,23,13,10,,,,,,,,,,,,
Colorado,CO,School,No,Mountain Vista High School,Regular school,80345001748,,Regular local school district,803450,,,10/29/20,12/19/20,15,13,2,,,,,,,,,,,,
Colorado,CO,School,No,Mountain Vista High School,Regular school,80345001748,,Regular local school district,803450,,,01/28/21,02/19/21,6,3,3,,,,,,,,,,,,
Colorado,CO,School,No,Mountain Vista High School,Regular school,80345001748,,Regular local school district,803450,,,04/08/2021,05/14/21,31,29,2,,,,,,,,,,,,
Colorado,CO,School,No,Murphy Creek P-8 School,Regular school,80234001881,,Regular local school district,802340,,,05/18/21,05/31/21,3,2,1,,,,,,,,,,,,
Colorado,CO,School,No,Needham Elementary School,Regular school,80348000453,,Regular local school district,803480,,,11/07/2020,12/02/2020,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,Needham Elementary School,Regular school,80348000453,,Regular local school district,803480,,,02/12/2021,06/24/21,11,9,2,,,,,,,,,,,,
Colorado,CO,School,Yes,New Summit Charter Academy,Regular school,80192006745,,Regular local school district,801920,,,05/03/2021,05/20/21,22,21,1,,,,,,,,,,,,
Colorado,CO,School,Yes,New Vision Charter School,Regular school,80540002006,,Regular local school district,805400,,,12/15/20,12/27/20,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,North High School,Regular school,80336000389,,Regular local school district,803360,,,11/18/20,12/10/2020,4,4,,,,,,,,,,,,,
Colorado,CO,School,No,Northeast Elementary School,Regular school,80345000442,,Regular local school district,803450,,,09/18/20,03/04/2021,3,,3,,,,,,,,,,,,
Colorado,CO,School,No,Northfield High School,Regular school,80336006660,,Regular local school district,803360,,,05/05/2021,05/24/21,3,2,1,,,,,,,,,,,,
Colorado,CO,School,No,Northridge Elementary School,Regular school,80537000920,,Regular local school district,805370,,,12/14/20,03/04/2021,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,Northridge Elementary School,Regular school,80537000920,,Regular local school district,805370,,,04/02/2021,04/25/21,2,1,1,,,,,,,,,,,,
Colorado,CO,School,No,Norwood Public School,Regular school,80588001012,,Regular local school district,805880,,,03/18/21,03/18/21,5,4,1,,,,,,,,,,,,
Colorado,CO,School,No,Norwood Public School,Regular school,80588001012,,Regular local school district,805880,,,05/27/21,06/22/21,6,5,1,,,,,,,,,,,,
Colorado,CO,School,No,Oberon Middle School,Regular school,80480001283,,Regular local school district,804800,,,11/10/2020,12/01/2020,4,3,1,,,,,,,,,,,,
Colorado,CO,School,Yes,Odyssey School Of Denver,Regular school,80336001636,,Regular local school district,803360,,,04/19/21,06/23/21,8,8,,,,,,,,,,,,,
Colorado,CO,School,No,Orchard Avenue Elementary School,Regular school,80435000618,,Regular local school district,804350,,,11/19/20,03/12/2021,8,3,5,,,,,,,,,,,,
Colorado,CO,School,No,Overland High School,Regular school,80291001272,,Regular local school district,802910,,,09/17/20,12/17/20,2,1,1,,,,,,,,,,,,
Colorado,CO,School,No,Pagosa Springs Elementary School,Regular school,80219000038,,Regular local school district,802190,,,12/01/2020,01/03/2021,10,5,5,,,,,,,,,,,,
Colorado,CO,School,No,Pagosa Springs Elementary School,Regular school,80219000038,,Regular local school district,802190,,,05/04/2021,06/13/21,13,10,3,,,,,,,,,,,,
Colorado,CO,School,No,Pagosa Springs High School,Regular school,80219000039,,Regular local school district,802190,,,05/11/2021,05/27/21,11,10,1,,,,,,,,,,,,
Colorado,CO,School,No,Palisade High School,Regular school,80435000620,,Regular local school district,804350,,,05/18/21,06/23/21,13,13,,,,,,,,,,,,,
Colorado,CO,School,No,Palmer Lake Elementary School,Regular school,80582001397,,Regular local school district,805820,,,10/14/20,11/24/20,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,Palmer Lake Elementary School,Regular school,80582001397,,Regular local school district,805820,,,05/07/2021,06/01/2021,9,8,1,,,,,,,,,,,,
Colorado,CO,School,No,Palmer Ridge High School,Regular school,80582006369,,Regular local school district,805820,,,11/24/20,12/12/2020,4,4,,,,,,,,,,,,,
Colorado,CO,School,No,Palmer Ridge High School,Regular school,80582006369,,Regular local school district,805820,,,02/05/2021,04/04/2021,5,5,,,,,,,,,,,,,
Colorado,CO,School,No,Paonia Elementary School,Regular school,80333001337,,Regular local school district,803330,,,12/17/20,03/10/2021,10,7,3,,,,,,,,,,,,
Colorado,CO,School,No,Park Elementary School,Regular school,80348000454,,Regular local school district,803480,,,02/09/2021,04/18/21,15,9,6,,,,,,,,,,,,
Colorado,CO,School,Yes,Parker Core Knowledge Charter School,Regular school,80345000812,,Regular local school district,803450,,,09/10/2020,10/13/20,7,5,2,,,,,,,,,,,,
Colorado,CO,School,Yes,Parker Core Knowledge Charter School,Regular school,80345000812,,Regular local school district,803450,,,11/23/20,02/05/2021,3,3,,,,,,,,,,,,,
Colorado,CO,School,Yes,Parker Core Knowledge Charter School,Regular school,80345000812,,Regular local school district,803450,,,03/29/21,04/12/2021,2,,2,,,,,,,,,,,,
Colorado,CO,School,Yes,Parker Core Knowledge Charter School,Regular school,80345000812,,Regular local school district,803450,,,05/12/2021,05/14/21,2,2,,,,,,,,,,,,,
Colorado,CO,School,Yes,Parker Performing Arts,Regular school,80345006690,,Regular local school district,803450,,,03/04/2021,04/04/2021,6,5,1,,,,,,,,,,,,
Colorado,CO,School,No,Parr Elementary,Regular school,80480000769,,Regular local school district,804800,,,01/22/21,03/10/2021,4,2,2,,,,,,,,,,,,
Colorado,CO,School,No,Patriot Elementary School,Regular school,80408000565,,Regular local school district,804080,,,11/17/20,12/14/20,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,Patriot Elementary School,Regular school,80408000565,,Regular local school district,804080,,,01/25/21,02/20/21,2,1,1,,,,,,,,,,,,
Colorado,CO,School,No,Patriot High School,Other/alternative school,80387006403,,Regular local school district,803870,,,12/17/20,01/12/2021,3,1,2,,,,,,,,,,,,
Colorado,CO,School,No,Peabody Elementary,Regular school,80531000887,,Regular local school district,805310,,,02/24/21,03/11/2021,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,Peak Expeditionary - Pennington,Regular school,80480000773,,Regular local school district,804800,,,04/27/21,05/20/21,3,3,,,,,,,,,,,,,
Colorado,CO,School,No,Peakview School,Regular school,80708001845,,Regular local school district,807080,,,04/20/21,05/25/21,8,7,1,,,,,,,,,,,,
Colorado,CO,School,No,Pear Park Elementary School,Regular school,80435001992,,Regular local school district,804350,,,05/18/21,06/29/21,7,7,,,,,,,,,,,,,
Colorado,CO,School,No,Pine Creek High School,Regular school,80192001645,,Regular local school district,801920,,,11/16/20,12/14/20,4,4,,,,,,,,,,,,,
Colorado,CO,School,No,Pine Creek High School,Regular school,80192001645,,Regular local school district,801920,,,03/17/21,04/01/2021,6,6,,,,,,,,,,,,,
Colorado,CO,School,No,Pine Grove Elementary School,Regular school,80345001279,,Regular local school district,803450,,,01/21/21,02/24/21,3,3,,,,,,,,,,,,,
Colorado,CO,School,No,Pine Grove Elementary School,Regular school,80345001279,,Regular local school district,803450,,,03/11/2021,04/03/2021,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,Pinello Elementary School,Regular school,80648001123,,Regular local school district,806480,,,04/28/21,05/27/21,3,3,,,,,,,,,,,,,
Colorado,CO,School,Yes,Pinnacle Charter School - Middle School campus,Regular school,80002001915,,Charter agency,800020,,,04/22/21,05/21/21,2,2,,,,,,,,,,,,,
Colorado,CO,School,No,Pioneer Bilingual Elementary School,Regular school,80249006200,,Regular local school district,802490,,,11/14/20,12/23/20,2,1,1,,,,,,,,,,,,
Colorado,CO,School,No,Pioneer Elementary School,Regular school,80345001583,,Regular local school district,803450,,,11/17/20,12/14/20,2,1,1,,,,,,,,,,,,
Colorado,CO,School,No,Place Bridge Academy,Regular school,80336006398,,Regular local school district,803360,,,05/12/2021,05/27/21,3,2,1,,,,,,,,,,,,
Colorado,CO,School,Yes,Platte River Academy,Regular school,80345001584,,Regular local school district,803450,,,11/16/20,12/22/20,15,11,4,,,,,,,,,,,,
Colorado,CO,School,Yes,Platte River Academy,Regular school,80345001584,,Regular local school district,803450,,,01/26/21,02/16/21,6,3,3,,,,,,,,,,,,
Colorado,CO,School,Yes,Platte River Academy,Regular school,80345001584,,Regular local school district,803450,,,05/11/2021,06/02/2021,2,,2,,,,,,,,,,,,
Colorado,CO,School,No,Pomona High School,Regular school,80480000775,,Regular local school district,804800,,,11/16/20,01/12/2021,13,10,3,,,,,,,,,,,,
